lon,lat,obs
-82.6751939,39.1991097,23
-82.6486108,35.9105725,37
-82.6352619,28.2764097,36
-82.6332099,41.1609237,20
-82.6150863,38.6865963,21
-82.5826,29.09706,37
-82.5663679,28.6793707,28
-82.553544,33.8799945,36
-82.5089729,28.0402277,47
-82.4803579,33.7890197,35
-82.4803436,35.5865273,27
-82.469419,30.58495,20
-82.4578029,38.6295227,47
-82.4477379,37.2214017,27
-82.4080153,30.2200916,18
-82.406862,27.431856,14
-82.4003766,31.6994191,3
-82.4001619,37.8519437,24
-82.394802,29.1916199,30
-82.3863829,35.2966047,17
-82.380934,28.7995277,18
-82.3713072,32.1084995,35
-82.3672037,32.88997,52
-82.3594866,30.3790152,33
-82.3558447,31.9696201,87
-82.334936,27.769929,30
-82.3344147,40.6382548,33
-82.3022052,28.3266818,50
-82.2853793,39.2309737,16
-82.2851269,29.1871917,73
-82.2847853,39.3200896,14
-82.2729506,33.8064239,47
-82.2302919,31.1988887,12
-82.1997128,33.4876538,44
-82.1873953,28.5817572,38
-82.1719367,28.6471072,47
-82.1680389,39.3166637,38
-82.15584,35.055104,31
-82.1462286,27.6610372,21
-82.119094,29.4553574,53
-82.1092506,34.7522612,26
-82.1083506,40.8786396,28
-82.0911916,34.0395565,26
-82.077152,36.3180044,16
-82.071315,30.741228,16
-82.0547405,32.4826257,68
-82.0520239,38.8438867,43
-82.0294509,39.9930387,30
-81.981682,28.5723877,43
-81.9661949,38.2174027,30
-81.9587398,26.9950167,40
-81.9508764,36.8831551,22
-81.9476239,37.0178877,15
-81.9349163,37.813102,30
-81.9247336,26.8177916,23
-81.9184945,28.3029119,13
-81.9062085,30.7202649,36
-81.8999167,40.1062833,55
-81.8838039,39.4318937,35
-81.8827139,39.2701767,33
-81.8815194,36.0168463,13
-81.8774959,29.5359317,48
-81.8718895,40.2967664,40
-81.8605659,28.1788407,39
-81.8440915,32.6387756,53
-81.8343049,29.8970697,64
-81.8252707,34.2121984,33
-81.8082819,29.3967527,33
-81.7998809,38.5848407,25
-81.7896509,35.8568197,6
-81.7666849,37.5320007,32
-81.735572,34.388972,45
-81.7243649,38.2356237,38
-81.67438,33.54348,34
-81.6570333,25.9322682,9
-81.643174,31.3917301,69
-81.637766,32.8829954,101
-81.6361686,35.3743051,63
-81.6271416,31.6168883,38
-81.6004029,27.4972377,54
-81.5917809,37.4410297,27
-81.5907129,36.2714197,12
-81.5841149,40.3076787,32
-81.5755079,30.8733817,57
-81.5532319,39.0495129,32
-81.5469756,28.6901383,41
-81.4877504,36.5567273,21
-81.4772544,32.6981698,65
-81.4564775,35.5089219,34
-81.4548416,35.4626322,30
-81.4536353,27.7611546,19
-81.448561,26.2943143,21
-81.4181496,31.3641465,64
-81.4172305,40.1037173,62
-81.4097591,38.793062,26
-81.3585199,26.8751997,26
-81.3572843,33.7228886,42
-81.3554829,39.4158977,16
-81.3438119,29.8899427,45
-81.3372759,28.3225489,2
-81.2818969,34.4494097,54
-81.2589304,31.7275586,38
-81.2321019,37.7983327,26
-81.1983453,29.4080424,31
-81.1683844,40.6059796,30
-81.1552555,37.3039582,36
-81.126711,26.5587549,33
-81.1148229,37.6168997,24
-81.1034324,36.1431731,52
-81.0657464,35.8549613,36
-81.0505989,41.3256857,47
-81.0479519,33.1451427,54
-81.0334581,32.2511024,22
-81.0222682,38.7133034,29
-80.9900079,41.3710349,46
-80.9676799,25.7510497,26
-80.9673345,27.9626301,46
-80.9424,34.319833,46
-80.9335333,25.1388716,35
-80.902032,26.750328,39
-80.8712309,28.7481187,107
-80.8610815,35.6825702,50
-80.8195996,37.7296134,28
-80.7951792,38.8296121,25
-80.770042900000007,34.6203357,61
-80.7678799,40.2788528,69
-80.7420743,41.6803821,19
-80.7326693,37.9457139,9
-80.7304852,39.9139422,14
-80.7208082,35.9287265,56
-80.6889494,40.0890487,38
-80.6830998,32.5362314,25
-80.6631699,35.2425117,47
-80.6415019,36.2898447,43
-80.6053549,36.3460787,30
-80.5872959,39.5044097,42
-80.5737674,26.9941297,74
-80.5471555,27.2364427,71
-80.5425082,25.4912637,25
-80.5399018,26.3353906,76
-80.5391859,33.7674907,63
-80.5232839,38.2958347,7
-80.4945401,41.6375228,25
-80.4944239,38.7115697,21
-80.4614109,33.3222497,47
-80.4489977,27.8610752,57
-80.4444509,34.5830237,56
-80.4147339,25.618989,13
-80.4129866,37.1796296,31
-80.3742359,38.3420287,3
-80.368467,27.040791,36
-80.3392441,41.0816642,18
-80.3260179,40.0771657,30
-80.3204561,41.7146604,17
-80.3143619,37.6627657,16
-80.3072164,40.6944365,47
-80.3044289,38.7369447,15
-80.2919201,35.2194291,56
-80.2678139,26.8544437,32
-80.2609479,32.9525947,55
-80.2288669,38.0801867,9
-80.2141711,34.1944419,28
-80.2029429,39.4199317,50
-80.1728969,34.5478477,15
-80.1555591,32.6041275,54
-80.1512697,40.9179173,24
-80.0991062,39.1928067,18
-80.0595075,39.9302972,18
-80.0543589,33.6866717,36
-80.0474493,37.8008166,10
-80.0351733,41.0707632,15
-80.0236509,38.6064757,5
-79.9582379,41.8051937,14
-79.9481349,41.7528857,16
-79.935752,39.0940821,11
-79.873929,37.4881381,13
-79.858255,38.8093117,26
-79.8554411,34.8475995,48
-79.8498737,36.3766523,62
-79.8489868,39.5730496,6
-79.8369271,38.6777833,4
-79.8330619,41.0473847,17
-79.8181159,38.3707667,4
-79.7849141,34.0240154,20
-79.7308869,39.7005717,17
-79.7089598,40.9651065,24
-79.7044966,35.917637,59
-79.6994249,38.9091007,7
-79.6942904,33.2862522,11
-79.6916268,36.2588525,33
-79.6441292,37.6602479,37
-79.5781489,40.3748197,38
-79.5569899,40.8479343,17
-79.4955592,36.2956484,10
-79.4811859,40.4897627,27
-79.4688523,35.9898149,33
-79.4594489,38.2891547,4
-79.4290148,38.5618406,34
-79.4239119,34.5006527,87
-79.4174638,39.9853173,14
-79.4116839,41.9986107,27
-79.4087139,38.7894457,5
-79.3662002,40.8006168,24
-79.3606499,35.1749287,37
-79.3470999,41.5335247,5
-79.3326419,35.5906977,55
-79.3101889,39.3377737,7
-79.3092799,35.0090297,23
-79.291688,37.7588272,4
-79.2812189,34.9528807,36
-79.2656249,40.1983067,7
-79.2532438,36.6309512,23
-79.2376019,40.6243617,29
-79.2349941,40.6673234,30
-79.2333049,39.2175157,9
-79.2031479,41.3997727,15
-79.2005609,34.4715967,27
-79.1698659,39.4387843,9
-79.1662387,39.5399409,7
-79.1647743,38.1909534,38
-79.1632229,39.6733819,40
-79.1557785,39.5041468,5
-79.1534323,41.9931298,15
-79.1152367,36.4747308,38
-79.0916519,41.2987587,16
-79.076783,37.0463681,22
-79.073733,34.194067,57
-79.0688169,39.8744757,7
-79.0433273,41.6359508,9
-79.0022969,43.2572547,37
-78.9943469,40.4757717,24
-78.9557489,39.7803177,15
-78.9520912,36.0899346,23
-78.9262269,39.7216828,15
-78.9085878,35.5245603,40
-78.8989789,42.2769437,6
-78.8536599,34.9303027,62
-78.8506549,43.0697617,51
-78.8505629,41.5603287,2
-78.8453529,38.9686037,8
-78.8216099,42.6805707,34
-78.8155657,33.8544267,61
-78.8123259,39.6151476,24
-78.7872126,37.7014449,14
-78.7728889,38.2579487,2
-78.7489812,38.8197554,15
-78.6972222,42.9563889,2
-78.6894059,37.8976577,46
-78.6077306,41.6212967,11
-78.6014791,39.5429312,7
-78.5992368,34.3209605,13
-78.5908119,36.8559727,51
-78.5809019,34.8933417,31
-78.5766909,40.6677047,15
-78.5638129,38.8163337,18
-78.542888,37.908558,28
-78.5194925,38.7891925,7
-78.5094379,39.1823897,22
-78.5051729,38.5758867,32
-78.4863356,36.0593305,41
-78.4762746,39.6399863,19
-78.4653682,39.060195,19
-78.4454052,38.5124586,2
-78.4392029,36.4516207,54
-78.4102428,39.6919359,35
-78.3955159,41.6864267,20
-78.3611669,42.5957057,12
-78.3403929,41.9617687,11
-78.329529,40.335141,18
-78.2602839,37.2315367,38
-78.2125169,33.9225168,61
-78.2113363,36.176991,39
-78.203532,40.428119,12
-78.1992324,38.9058083,15
-78.178397,42.619592,28
-78.1771689,39.8666007,27
-78.1721466,38.4538015,29
-78.1386329,39.4443357,33
-78.1386279,40.5712157,24
-78.1154029,43.1496467,20
-78.103787,42.624922,16
-78.08346,41.6976452,2
-78.0698959,35.4161407,42
-78.0649572,41.1631773,3
-78.0608234,40.9149712,6
-78.0548779,34.4014777,66
-78.052876,35.2683392,31
-78.0169365,35.3169181,55
-78.0088473,36.6079187,34
-77.9795614,36.2540309,26
-77.962347,43.167391,39
-77.9559089,42.6940897,13
-77.9110382,41.6430967,6
-77.9050859,40.7036126,10
-77.902408,38.465847,31
-77.8942099,40.6956947,36
-77.8775469,34.1327657,65
-77.8655019,39.6129717,82
-77.8551519,39.4422397,45
-77.8356539,35.9991587,49
-77.833797,42.498842,1
-77.8286969,37.2478937,13
-77.8241719,40.7666107,7
-77.8218239,37.9811797,31
-77.7928721,34.5909333,49
-77.7742082,40.6860806,3
-77.7472321,40.6503909,2
-77.7211309,35.8648907,54
-77.7112775,35.2819414,41
-77.6852029,40.3760787,19
-77.668064,40.238028,26
-77.6299645,34.7739701,46
-77.6223439,37.2171627,21
-77.591937,42.711382,33
-77.584975,39.2649107,32
-77.5572209,42.9708677,20
-77.5489971,39.5780009,39
-77.5415709,40.7019007,29
-77.4911579,39.7442404,10
-77.4844579,43.1820467,40
-77.4434709,35.9691437,23
-77.4085679,42.6074657,52
-77.4017208,41.8772966,7
-77.3969039,40.5680517,23
-77.3695842,40.3267106,13
-77.3607189,34.9002767,31
-77.3304347,39.7148359,80
-77.3066703,39.2945828,85
-77.2939995,41.0712247,12
-77.2775949,41.4517767,4
-77.2581629,42.7793497,26
-77.2415709,41.2725507,16
-77.2310819,35.7523027,20
-77.225107,42.665781,25
-77.2184791,38.1740529,53
-77.1960089,35.1020747,15
-77.118887,42.904651,48
-77.0930269,39.1514457,104
-77.0780349,38.6021387,44
-77.0695279,35.045768700000004,16
-77.0638289,40.0572077,36
-77.0558732,38.5960742,39
-77.0343089,41.2137917,1
-77.0236228,39.6423121,42
-77.0169099,39.0308897,123
-77.0140105,35.6115051,10
-76.996044,35.266597,43
-76.9896438,35.6919219,36
-76.9863819,37.0842847,35
-76.9786679,36.3581287,34
-76.9692792,39.6359624,40
-76.9628251,41.546735,4
-76.9600889,37.2558307,24
-76.9359209,34.7300597,18
-76.932647,42.803411,50
-76.9257639,35.2353943,16
-76.9073399,41.4410897,13
-76.9044781,35.0476517,40
-76.903319,41.8749574,7
-76.9000469,37.4400627,36
-76.8883173,39.9214279,51
-76.8406989,38.5217447,26
-76.8406017,34.9312881,51
-76.8166667,38.7166667,30
-76.7997409,37.7338847,34
-76.7674909,40.4840637,11
-76.7205313,36.2872477,28
-76.7190419,40.2118951,22
-76.6985329,42.9526277,32
-76.684878,43.261571000000004,12
-76.6789481,37.8800004,18
-76.6695275,38.9888945,87
-76.664268,39.231288,52
-76.6638159,41.3121387,10
-76.65516,34.95713,41
-76.6333469,42.5515907,18
-76.5743599,38.5019497,65
-76.5507449,38.4092014,76
-76.543981,35.4900673,17
-76.4792479,41.1152527,19
-76.4739316,37.4990712,41
-76.4670089,39.7690727,21
-76.464419,40.1439152,35
-76.4627658,40.2721512,19
-76.4559998,41.2289,12
-76.341428,37.6595013,16
-76.3233736,40.2953187,25
-76.283221,40.18613,21
-76.2827769,41.6174687,22
-76.2432656,38.3676908,25
-76.2415237,41.4430932,7
-76.2101023,38.5258637,41
-76.192383,39.10312,41
-76.1717449,40.2005127,17
-76.1634009,42.2073307,13
-76.1481269,39.2640947,45
-76.1280033,41.0609183,23
-76.110868,43.651181,10
-76.075195,38.7863193,60
-76.0658601,41.9588688,3
-76.036148,42.036872,15
-76.0264589,43.1693497,25
-76.0235889,41.7460317,1
-76.0167249,36.7293227,31
-76.0089199,36.1860407,43
-76.0044449,42.3591667,6
-75.9991309,40.6899507,15
-75.9949941,40.6352688,38
-75.9610008,40.7874732,53
-75.9331139,38.8211117,25
-75.9245906,36.4199384,40
-75.9042529,39.5231571,48
-75.8611599,35.8639187,11
-75.8178319,39.9160397,27
-75.8170428,39.7863078,25
-75.8032509,42.0123327,19
-75.7964256,38.5203297,23
-75.7927799,41.7057127,17
-75.789865699999993,38.4485307,38
-75.7640082,39.276509,52
-75.7014799,44.1487467,9
-75.6860679,39.5003037,38
-75.6611919,40.2282327,50
-75.6392639,39.3705837,22
-75.6172024,41.9413666,5
-75.6038909,42.4021987,10
-75.5797027,38.1651924,92
-75.5666203,38.3003961,32
-75.5570359,42.3180237,9
-75.5366119,38.9594417,48
-75.5231529,40.829387,6
-75.468728,42.903801,17
-75.468143,39.6959057,64
-75.4650939,44.6984127,15
-75.4638509,38.7324037,28
-75.4610252,40.168557,73
-75.4329919,38.5040677,35
-75.432624,38.2504,30
-75.4288763,37.9864539,14
-75.3893569,41.1159967,8
-75.3494715,39.3852634,26
-75.3435909,40.8040057,5
-75.3145748,41.8845178,5
-75.2922457,40.4295725,36
-75.276335,38.563044,41
-75.2677314,41.549667,5
-75.2513179,41.3403297,5
-75.2351111,38.6736346,14
-75.231938,41.2581129,10
-75.156018,42.569391,7
-75.1462189,39.8314157,15
-75.1181628,38.3112181,31
-75.1074594,39.5314149,35
-75.0998799,42.4378997,12
-75.0997599,40.6572687,25
-75.0589721,40.8833603,23
-74.9307429,40.5089177,37
-74.927578,42.386341,12
-74.9252479,42.5913477,10
-74.924025,40.51139,21
-74.7967659,41.1181687,22
-74.7210849,44.5376687,7
-74.7198716,40.7140195,22
-74.6772749,41.3073947,13
-74.585006,39.7511224,3
-74.5820889,40.0764087,27
-74.5802369,41.5334407,14
-74.5547951,39.2953945,6
-74.5197857,40.4002128,11
-74.4044889,40.6556297,10
-74.3851971,40.9884812,32
-74.329198,41.985822,16
-74.2556528,41.0726673,20
-74.2280982,39.9994195,10
-74.1800609,40.4377267,26
-74.1520169,42.4363317,5
-73.7953919,43.5327757,6
-73.7328189,42.8235737,17
-73.6805499,41.3311577,22
-73.676619,42.320431,22
-73.5313225,41.3362789,42
-73.5009399,41.5387127,12
-73.4887779,44.4433387,19
-73.409239,43.217821,10
-73.392019,40.900112,33
-73.351651,42.112085,7
-73.350226,41.7487967,14
-73.312309,43.199431,16
-73.2805777,42.8089741,11
-73.2760665,44.7616696,5
-73.2470699,41.2521947,45
-73.2167392,41.5493443,19
-73.1718258,44.5286856,20
-73.0950522,43.6132776,16
-73.0190299,43.4057997,12
-72.9557559,41.8805267,18
-72.9270422,41.7378788,18
-72.907824,42.638288,9
-72.8904029,44.6655427,3
-72.8512329,41.5832977,32
-72.8474923,42.3761743,10
-72.7210716,43.7503293,5
-72.6842749,42.8198757,2
-72.634109,40.797702,20
-72.5906625,41.5651229,31
-72.5853589,43.4717157,5
-72.514409,42.2307416,14
-72.4984279,41.2710807,40
-72.3814817,43.0263963,5
-72.3589728,42.2697823,50
-72.3458975,44.563679,1
-72.2798896,42.6138086,10
-72.2608612,43.8966381,3
-72.2121162,43.0768236,8
-72.1685998,42.8007764,18
-72.1530946,41.417728,25
-72.1450781,44.1202726,2
-72.1389149,41.9407577,15
-72.1318885,43.5045711,1
-72.1014521,42.4730445,5
-72.0992679,42.3839807,15
-71.9642159,41.3360007,22
-71.9519914,44.4324199,2
-71.8990443,42.1503703,43
-71.8805982,43.4568165,5
-71.8661202,42.9015085,14
-71.8536769,44.6832207,2
-71.8486346,42.4447746,23
-71.7364119,41.9898687,34
-71.7063079,44.1798777,2
-71.7014909,41.3985827,21
-71.686612,43.1841551,24
-71.6191959,43.2494327,12
-71.6070436,43.3742607,5
-71.5305739,42.5199697,17
-71.4546814,41.6039129,24
-71.4311953,42.4344551,35
-71.3885019,44.3571867,1
-71.2929175,43.9913408,3
-71.2880123,43.1980043,12
-71.2050191,44.0894974,2
-71.1982777,43.2499219,21
-71.118451,42.0067334,69
-71.0882199,42.6223798,19
-71.0799209,41.9386087,25
-71.0680056,42.9513695,47
-70.979445,43.9167261,1
-70.9134599,43.2321417,29
-70.8662472,42.0823387,87
-70.7828989,41.3440727,14
-70.7712211,41.7147936,43
-70.7139509,43.0811777,33
-70.6441649,43.2540347,24
-70.5150099,43.4994247,5
-70.1656255,41.750876,27
-70.040604,41.9783157,42
-69.8609276,44.324762,5
-69.69907,44.9036271,3
-69.5938347,45.4006104,1
-69.4360208,44.9876199,2
-69.2750259,44.4996857,2
-69.1551509,44.5892047,5
-68.9653549,44.8325017,7
-68.9269629,44.4594758,3
-68.4164439,45.8165007,2
-68.2555749,44.8325837,1
